herwig.ww,0.00,0.00
herwig.wz,0.00,0.00
herwig.zz,0.00,0.00
herwig.vv,0.00,0.00
mcatnlo.ttbar,0.00,0.00
mcatnlo.top,0.00,0.00
mcatnlo.singletop,0.00,0.00
alpgen.wjets,2.46,2.42
alpgen.zjets,2.58,2.40
qcd.alpgen,-,-
rsg.m500.kmpl0\_1,0.00,0.00
rsg.m750.kmpl0\_1,0.00,0.00
rsg.m1000.kmpl0\_1,0.00,0.00
rsg.m1250.kmpl0\_1,0.00,0.00
rsg.m1500.kmpl0\_1,0.00,0.00
wprime.wz.m500,0.00,0.00
wprime.wz.m600,0.00,0.00
wprime.wz.m700,0.00,0.00
wprime.wz.m800,0.00,0.00
wprime.wz.m900,0.00,0.00
wprime.wz.m1000,0.00,0.00
wprime.wz.m1100,0.00,0.00
wprime.wz.m1200,0.00,0.00
wprime.wz.m1300,0.00,0.00
wprime.wz.m1400,0.00,0.00
wprime.wz.m1500,0.00,0.00
afii.kkg.lvjj.m500,0.00,0.00
afii.kkg.lvjj.m600,0.00,0.00
afii.kkg.lvjj.m700,0.00,0.00
afii.kkg.lvjj.m800,0.00,0.00
afii.kkg.lvjj.m900,0.00,0.00
afii.kkg.lvjj.m1000,0.00,0.00
afii.kkg.lvjj.m1100,0.00,0.00
afii.kkg.lvjj.m1200,0.00,0.00
afii.kkg.lvjj.m1300,0.00,0.00
afii.kkg.lvjj.m1400,0.00,0.00
afii.kkg.lvjj.m1500,0.00,0.00
