herwig.ww,2.00,1.00
herwig.wz,2.00,1.00
herwig.zz,2.00,1.00
herwig.vv,2.00,1.00
mcatnlo.ttbar,2.00,1.00
mcatnlo.top,2.00,1.00
mcatnlo.singletop,2.00,1.00
alpgen.wjets,2.00,1.00
alpgen.zjets,2.00,1.00
qcd.alpgen,-,-
rsg.m500.kmpl0\_1,2.00,1.00
rsg.m750.kmpl0\_1,2.00,1.00
rsg.m1000.kmpl0\_1,2.00,1.00
rsg.m1250.kmpl0\_1,2.00,1.00
rsg.m1500.kmpl0\_1,2.00,1.00
wprime.wz.m500,2.00,1.00
wprime.wz.m600,2.00,1.00
wprime.wz.m700,2.00,1.00
wprime.wz.m800,2.00,1.00
wprime.wz.m900,2.00,1.00
wprime.wz.m1000,2.00,1.00
wprime.wz.m1100,2.00,1.00
wprime.wz.m1200,2.00,1.00
wprime.wz.m1300,2.00,1.00
wprime.wz.m1400,2.00,1.00
wprime.wz.m1500,2.00,1.00
afii.kkg.lvjj.m500,2.00,1.00
afii.kkg.lvjj.m600,2.00,1.00
afii.kkg.lvjj.m700,2.00,1.00
afii.kkg.lvjj.m800,2.00,1.00
afii.kkg.lvjj.m900,2.00,1.00
afii.kkg.lvjj.m1000,2.00,1.00
afii.kkg.lvjj.m1100,2.00,1.00
afii.kkg.lvjj.m1200,2.00,1.00
afii.kkg.lvjj.m1300,2.00,1.00
afii.kkg.lvjj.m1400,2.00,1.00
afii.kkg.lvjj.m1500,2.00,1.00
