herwig.ww,0.92,0.04
herwig.wz,0.93,0.04
herwig.zz,0.83,0.04
herwig.vv,0.92,0.04
mcatnlo.ttbar,0.89,0.04
mcatnlo.top,0.88,0.04
mcatnlo.singletop,0.88,0.04
alpgen.wjets,0.96,0.04
alpgen.zjets,0.92,0.04
qcd.alpgen,-,-
rsg.m500.kmpl0\_1,0.86,0.04
rsg.m750.kmpl0\_1,0.87,0.04
rsg.m1000.kmpl0\_1,0.90,0.04
rsg.m1250.kmpl0\_1,0.95,0.04
rsg.m1500.kmpl0\_1,1.00,0.04
wprime.wz.m500,0.91,0.04
wprime.wz.m600,0.89,0.04
wprime.wz.m700,0.89,0.04
wprime.wz.m800,0.87,0.04
wprime.wz.m900,0.87,0.04
wprime.wz.m1000,0.88,0.04
wprime.wz.m1100,0.89,0.04
wprime.wz.m1200,0.91,0.04
wprime.wz.m1300,0.92,0.04
wprime.wz.m1400,0.92,0.04
wprime.wz.m1500,0.94,0.04
afii.kkg.lvjj.m500,0.86,0.04
afii.kkg.lvjj.m600,0.86,0.04
afii.kkg.lvjj.m700,0.85,0.04
afii.kkg.lvjj.m800,0.86,0.04
afii.kkg.lvjj.m900,0.87,0.04
afii.kkg.lvjj.m1000,0.86,0.04
afii.kkg.lvjj.m1100,0.88,0.04
afii.kkg.lvjj.m1200,0.88,0.04
afii.kkg.lvjj.m1300,0.88,0.04
afii.kkg.lvjj.m1400,0.86,0.04
afii.kkg.lvjj.m1500,0.89,0.04
